0.000000	0.200000
0.200000	0.197445
0.400000	0.189847
0.600000	0.177399
0.800000	0.160419
1.000000	0.139341
1.200000	0.114704
1.400000	0.087136
1.600000	0.057343
1.800000	0.026085
2.000000	-0.005840
2.200000	-0.037615
2.400000	-0.068430
2.600000	-0.097496
2.800000	-0.124072
3.000000	-0.147479
3.200000	-0.167118
3.400000	-0.182488
3.600000	-0.193196
3.800000	-0.198969
4.000000	-0.199659
4.200000	-0.195249
4.400000	-0.185851
4.600000	-0.171705
4.800000	-0.153173
5.000000	-0.130729
5.200000	-0.104944
5.400000	-0.076479
5.600000	-0.046061
5.800000	-0.014465
6.000000	0.017500
6.200000	0.049018
6.400000	0.079283
6.600000	0.107524
6.800000	0.133018
7.000000	0.155113
7.200000	0.173246
7.400000	0.186954
7.600000	0.195886
7.800000	0.199814
8.000000	0.198637
8.200000	0.192386
8.400000	0.181221
8.600000	0.165426
8.800000	0.145405
9.000000	0.121670
9.200000	0.094827
9.400000	0.065561
9.600000	0.034621
9.800000	0.002796
10.000000	-0.029100
10.200000	-0.060253
10.400000	-0.089867
10.600000	-0.117185
10.800000	-0.141509
11.000000	-0.162219
11.200000	-0.178784
11.400000	-0.190783
11.600000	-0.197908
11.800000	-0.199977
12.000000	-0.196938
12.200000	-0.188867
12.400000	-0.175973
12.600000	-0.158583
12.800000	-0.137141
13.000000	-0.112197
13.200000	-0.084386
13.400000	-0.054420
13.600000	-0.023063
13.800000	0.008882
14.000000	0.040601
14.200000	0.071283
14.400000	0.100143
14.600000	0.126446
14.800000	0.149518
15.000000	0.168771
15.200000	0.183712
15.400000	0.193961
15.600000	0.199254
15.800000	0.199458
16.000000	0.194567
16.200000	0.184705
16.400000	0.170124
16.600000	0.151198
16.800000	0.128410
17.000000	0.102341
17.200000	0.073658
17.400000	0.043093
17.600000	0.011427
17.800000	-0.020530
18.000000	-0.051963
18.200000	-0.082069
18.400000	-0.110078
18.600000	-0.135275
18.800000	-0.157017
19.000000	-0.174747
19.200000	-0.188014
19.400000	-0.196477
19.600000	-0.199922
19.800000	-0.198259
